,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,error for iGSE,error for SE,loss error percent by iGSE
179,120000,0.1842,0.1,850.4530147,28.9668073,837.631812,0.01530649,0.96541821,0.984924267
180,120000,0.2053,0.1,1115.1001,37.98080455,1042.02144,0.070131628,0.963550842,0.934464484
181,120000,0.2288,0.1,1461.829801,49.7905721,1326.19625,0.102272609,0.962456105,0.907216592
182,130000,0.0149,0.1,1.809380081,0.061628289,2.43461,0.256809066,0.974686587,1.345549244
183,130000,0.0169,0.1,2.47846297,0.084417549,3.28932,0.246512054,0.974335866,1.327161245
184,130000,0.0193,0.1,3.453465633,0.117626573,4.22337,0.182296215,0.972148646,1.222936739
185,130000,0.0213,0.1,4.418082227,0.150481842,5.14038,0.14051447,0.970725541,1.16348672
186,130000,0.0239,0.1,5.891006546,0.200650299,7.1766,0.179136841,0.972041036,1.218229847
187,130000,0.0267,0.1,7.769378909,0.264628495,9.40025,0.17349231,0.971848781,1.209910098
188,130000,0.0299,0.1,10.30855119,0.351113831,11.9508301,0.137419652,0.97062013,1.159312291
189,130000,0.0337,0.1,13.89955472,0.473425005,16.4951094,0.157352984,0.971299068,1.186736535
190,130000,0.0378,0.1,18.51679777,0.630690354,20.9613809,0.116623191,0.969911794,1.132019756
191,130000,0.0418,0.1,23.80665927,0.810865386,28.5554297,0.166300087,0.971603811,1.199472357
192,130000,0.0471,0.1,32.07869552,1.092614613,37.4872188,0.144276462,0.970853676,1.168601721
193,130000,0.0529,0.1,42.8758585,1.460370779,49.2182812,0.128863149,0.970328692,1.147925264
194,130000,0.0593,0.1,57.03232862,1.942546437,63.7855391,0.105873691,0.969545661,1.118410218
195,130000,0.0659,0.1,74.23614509,2.528516064,82.744,0.102821412,0.969441699,1.11460529
196,130000,0.0741,0.1,99.50747733,3.389268861,107.634031,0.075501713,0.968511178,1.081667769
197,130000,0.0826,0.1,130.5195066,4.445552349,144.499141,0.09674545,0.969234749,1.107107625
198,130000,0.0929,0.1,175.0542769,5.9624264,192.976234,0.092871318,0.969102794,1.10237943
199,130000,0.1042,0.1,233.191655,7.942611311,251.436109,0.072560994,0.968411016,1.078238023
200,130000,0.117,0.1,311.4711232,10.60884476,329.156219,0.053728579,0.967769575,1.056779247
201,130000,0.1298,0.1,403.6999595,13.75019987,407.128188,0.008420514,0.966226362,1.008492021
202,130000,0.1462,0.1,543.4347368,18.50962843,563.930688,0.036344806,0.967177476,1.037715571
203,130000,0.1643,0.1,727.4139577,24.77604239,720.842875,0.009115832,0.965629067,0.990966515
204,130000,0.1833,0.1,956.1110536,32.56556702,916.836625,0.042836889,0.964480513,0.958922733
205,130000,0.2053,0.1,1269.071066,43.22512399,1221.722,0.038756007,0.964619509,0.962689981
206,140000,0.0134,0.1,1.564646764,0.053292564,2.37983,0.342538432,0.977606567,1.521001452
207,140000,0.0151,0.1,2.108644215,0.071821358,2.73547,0.229147381,0.973744418,1.29726484
208,140000,0.0169,0.1,2.793763663,0.095156831,3.58929,0.221638914,0.973488676,1.284750764
209,140000,0.019,0.1,3.743392319,0.127501605,5.20163,0.280342447,0.975488144,1.389549787
210,140000,0.0212,0.1,4.921929025,0.167643088,6.4667,0.238880878,0.974075945,1.313854785
211,140000,0.0238,0.1,6.571244902,0.223819519,8.21795,0.20037906,0.972764556,1.250592562
212,140000,0.0269,0.1,8.922575775,0.303906893,11.33046,0.212514251,0.973177886,1.269864251
213,140000,0.0296,0.1,11.33089073,0.38593517,13.5929199,0.166412308,0.971607633,1.199633835
214,140000,0.0333,0.1,15.20734096,0.517968785,19.1746699,0.20690468,0.972986821,1.260882488
215,140000,0.0375,0.1,20.46105449,0.696912601,25.1421699,0.186185816,0.972281128,1.228781728
216,140000,0.0416,0.1,26.51563655,0.903134355,31.0501699,0.146038922,0.970913707,1.171013558
217,140000,0.0468,0.1,35.58699269,1.212108773,40.3408086,0.117841364,0.969953285,1.133582962
218,140000,0.0526,0.1,47.64854956,1.622930755,53.8934688,0.115875251,0.969886318,1.131062106
219,140000,0.0581,0.1,61.0868756,2.080646107,69.2648594,0.118068294,0.969961015,1.133874645
220,140000,0.0655,0.1,82.41705932,2.807161636,95.5118672,0.13710137,0.97060929,1.158884677
221,140000,0.0738,0.1,111.0354104,3.781915381,126.356641,0.121253861,0.970069516,1.137985086
222,140000,0.0826,0.1,147.123705,5.01109872,161.086094,0.086676563,0.968891798,1.094902375
223,140000,0.0923,0.1,194.15563,6.613026968,209.824734,0.074677106,0.968483091,1.080703835
224,140000,0.1037,0.1,259.7177239,8.846100998,278.361281,0.066976115,0.968220792,1.071783923
225,140000,0.1161,0.1,344.3871595,11.72997957,368.569625,0.065611662,0.968174318,1.070218836
226,140000,0.1303,0.1,459.4489235,15.64903434,484.199875,0.05111722,0.967680631,1.053870953
227,140000,0.1446,0.1,595.9578277,20.29858823,602.4515,0.010778747,0.966306685,1.010896194
228,140000,0.163,0.1,803.8410345,27.37918256,819.555,0.019173778,0.966592623,1.019548598
229,140000,0.1838,0.1,1085.103201,36.95909685,1070.42625,0.013711315,0.965472543,0.986474143
230,140000,0.2041,0.1,1409.720104,48.01569271,1347.03312,0.046537077,0.964354482,0.955532319
231,150000,0.0134,0.1,1.749177486,0.059577762,2.34761,0.254911384,0.974621951,1.342122236
232,150000,0.0151,0.1,2.357332704,0.080291799,3.53134,0.33245377,0.977263079,1.49802359
233,150000,0.0172,0.1,3.263606863,0.111159899,4.58007,0.287432973,0.975729651,1.403376752
234,150000,0.0191,0.1,4.2401208,0.144420397,5.41711,0.217272531,0.973339955,1.277583884
235,150000,0.0216,0.1,5.765447646,0.196373707,7.19356,0.198526509,0.972701457,1.247701903
236,150000,0.024,0.1,7.501435782,0.255502234,9.2712,0.190888366,0.972441298,1.235923398
237,150000,0.0268,0.1,9.882504348,0.336602486,12.2203398,0.19130691,0.972455554,1.236563058
238,150000,0.0301,0.1,13.20856054,0.449889437,17.1564395,0.230110622,0.973777226,1.298887903
239,150000,0.0337,0.1,17.51562707,0.596590035,21.0613594,0.168352492,0.971673717,1.202432509
240,150000,0.0375,0.1,22.87418265,0.779104818,27.2029609,0.159128937,0.971359558,1.189242969
241,150000,0.0421,0.1,30.54092619,1.040237507,37.0761289,0.17626443,0.971943201,1.213981811
242,150000,0.0473,0.1,40.85439405,1.391518802,47.5265195,0.14038742,0.970721214,1.163314757
243,150000,0.0531,0.1,54.54209359,1.857727926,61.7950703,0.117371445,0.96993728,1.132979434
244,150000,0.0592,0.1,71.56732083,2.437614725,84.8115938,0.156161114,0.971258473,1.185060343
245,150000,0.0663,0.1,94.97422718,3.234864349,106.695062,0.109853583,0.969681218,1.123410689
246,150000,0.0739,0.1,124.5512836,4.242272023,139.042156,0.104219273,0.969489311,1.116344625
247,150000,0.0828,0.1,165.4718258,5.636043862,184.557984,0.103415511,0.969461934,1.115343854
248,150000,0.0931,0.1,221.7842823,7.554071132,243.644688,0.08972248,0.968995543,1.098566073
249,150000,0.1047,0.1,297.3934998,10.12935465,317.983188,0.06475087,0.968144999,1.069233821
250,150000,0.1169,0.1,391.6651079,13.34028748,412.847188,0.051307313,0.967687106,1.054082122
251,150000,0.1302,0.1,512.6510279,17.46112164,536.843875,0.045064959,0.967474488,1.047191649
252,150000,0.1472,0.1,696.5751267,23.72565811,722.903938,0.036420899,0.967180068,1.037797519
253,150000,0.1646,0.1,920.8431783,31.36432753,913.4565,0.008086513,0.965664126,0.991978354
254,150000,0.1832,0.1,1203.20902,40.98183349,1171.33025,0.027215868,0.965012571,0.97350521
255,160000,0.0122,0.1,1.535806195,0.052310241,2.33406,0.342002264,0.977588305,1.519762069
256,160000,0.0138,0.1,2.089480006,0.071168617,3.27626,0.362236207,0.978277482,1.567978631
257,160000,0.0153,0.1,2.703886258,0.092095567,3.64055,0.257286328,0.974702843,1.346413884
258,160000,0.0171,0.1,3.569958513,0.121594372,4.82941,0.260787858,0.974822106,1.352791631
259,160000,0.0191,0.1,4.706194199,0.160295064,6.64939,0.292236702,0.975893268,1.412901746
260,160000,0.0214,0.1,6.252187225,0.212952273,8.61162,0.273982453,0.97527152,1.377377179
261,160000,0.0241,0.1,8.412929739,0.286548122,10.8374697,0.223718269,0.9735595,1.288192109
262,160000,0.0271,0.1,11.27810591,0.384137295,14.2707803,0.20970643,0.97308225,1.26535257
263,160000,0.03,0.1,14.53906924,0.495207154,18.3538398,0.207845911,0.97301888,1.262380659
264,160000,0.0338,0.1,19.5853793,0.667086715,25.3579492,0.227643405,0.973693191,1.294738734
265,160000,0.0377,0.1,25.72813152,0.876311584,32.7101191,0.213450387,0.973209771,1.271375617
266,160000,0.0424,0.1,34.50465338,1.175243815,42.4458711,0.187090464,0.97231194,1.230149181
267,160000,0.0476,0.1,46.06700473,1.569062636,55.4970117,0.169919184,0.971727079,1.204701978
268,160000,0.0528,0.1,59.6865328,2.032949809,69.4444,0.140513378,0.970725504,1.163485241
269,160000,0.0591,0.1,79.09920724,2.694154121,92.2733125,0.142772649,0.970802456,1.166551673
270,160000,0.0662,0.1,105.017026,3.576926537,123.969109,0.152877464,0.97114663,1.180466765
271,160000,0.0744,0.1,140.5904412,4.788572851,162.479562,0.134719226,0.970528153,1.155694233
272,160000,0.0833,0.1,186.4436638,6.350353974,210.774312,0.115434599,0.96987131,1.13049866
273,160000,0.0936,0.1,249.4787799,8.497358018,278.787219,0.105128346,0.969520274,1.117478685
274,160000,0.1035,0.1,320.7127812,10.92361973,342.520469,0.063668276,0.968108126,1.067997564
275,160000,0.117,0.1,435.6464766,14.83831243,477.679812,0.087994791,0.968936698,1.096484966
276,160000,0.1311,0.1,578.8783809,19.71685469,599.355688,0.034165534,0.967103249,1.035374109
277,160000,0.1465,0.1,763.9902921,26.02184858,784.018812,0.025545969,0.966809663,1.026215673
278,160000,0.1646,0.1,1022.062113,34.81188939,1044.09875,0.021105893,0.966658432,1.021560957
279,160000,0.1846,0.1,1361.107136,46.35991341,1348.18288,0.009586426,0.965613038,0.990504601
280,170000,0.0122,0.1,1.693874957,0.057694133,2.52426,0.328961772,0.97714414,1.490228066
