,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,Ratio of measured and iGSE,Ratio of measured and SE,Error of iGSE,Error of SE
48,99930.0,0.0137,0.1,2.082918770070352,1.7708856548905703,1.43243,0.6877032463208437,0.8088777477213882,0.454115572886879,0.23628076407962004
49,99930.0,0.0276,0.1,10.291130925544044,8.749460800159346,8.8222,0.857262439262341,1.0083135637157583,0.16650392481966442,0.008245018231354376
50,112170.0,0.0218,0.1,6.9902721497728235,5.943089500986948,6.0178,0.8608820759854926,1.0125709866897756,0.16159928043019428,0.012414918909410717
51,112170.0,0.0308,0.1,15.375448966675078,13.07211899178732,14.5701602,0.9476250242564969,1.1145981924700836,0.0552697263188004,0.10281569918583872
52,112170.0,0.0433,0.1,33.438113006247285,28.428892907510306,35.4479883,1.0601073180588034,1.2469000609811083,0.056699276606134344,0.19801110666947758
53,112180.0,0.0613,0.1,73.89746170578087,62.827200344050176,83.8901484,1.135223679725354,1.3352520554888057,0.1191163311164095,0.25107773031368036
54,112170.0,0.069,0.1,96.77999159226276,82.2817967046211,111.6745,1.1539006995421974,1.3572199984997184,0.13337430127502012,0.26319977519826726
55,112170.0,0.0865,0.1,162.06309884196298,137.7851220365407,191.111625,1.1792420752509731,1.3870265684368814,0.15199769327500104,0.2790332768268769
56,112180.0,0.0974,0.1,212.46791513799238,180.63900928295413,253.214812,1.1917790591372046,1.4017725905668728,0.160918299131757,0.2866175250326425
57,112170.0,0.1091,0.1,275.17419104362256,233.95152730742802,331.48940600000003,1.2046529681537248,1.41691490461783,0.16988541394405066,0.29424131488706456
58,112180.0,0.1226,0.1,359.10079376330873,305.3054461234615,433.609469,1.2074868018414953,1.420248064702567,0.17183359811888993,0.29589764995777457
59,112180.0,0.1375,0.1,466.47427941151057,396.5937710366682,569.81425,1.2215341234223245,1.4367705486411086,0.18135729422086136,0.303994642049285
60,125890.0,0.0123,0.1,2.2040287365178557,1.8738526574102692,1.812,0.8221308415709581,0.9669917177502356,0.2163513998442912,0.03413502064584389
61,125890.0,0.0138,0.1,2.865480789542802,2.4362154191900918,2.3368200000000003,0.8155071248524575,0.9592008906900626,0.22623085626740683,0.042534478132715145
62,125890.0,0.0156,0.1,3.7900020570993536,3.2222381263078756,3.1089,0.8202897922381,0.9648262723407903,0.21908136546667736,0.036456021843055554
63,125890.0,0.0171,0.1,4.67280950269581,3.9727959799799852,4.09824,0.877039818900314,1.0315757518513815,0.14019908611887313,0.03060924202096862
64,125900.0,0.0194,0.1,6.231942963086639,5.298362352869675,5.6041300000000005,0.8992588721037191,1.0577098406575982,0.11202683790109053,0.0545611267280248
65,125890.0,0.0219,0.1,8.215701259176896,6.984942338510566,7.5606599999999995,0.9202695864281556,1.082422679184521,0.08663810555915709,0.07614648211788838
66,125890.0,0.0245,0.1,10.611317848427577,9.021681895271396,10.1488301,0.9564156163227068,1.1249377020618943,0.04557054792232428,0.11106188532297963
67,125890.0,0.0274,0.1,13.695579694005795,11.643903720117839,13.253919900000001,0.9677516539004846,1.1382711690668177,0.03332295632824776,0.12147471782156781
68,125890.0,0.0308,0.1,17.883190790834178,15.204186783572816,17.9294102,1.0025845169190675,1.1792416427935244,0.0025778544107280172,0.15199738229131396
69,125890.0,0.0342,0.1,22.707269813998625,19.30559124683563,23.7899707,1.047680804203679,1.2322839738927656,0.04551081208357168,0.18849873796458153
70,125900.0,0.0386,0.1,29.928934532755584,25.44540938983699,32.1594805,1.0745280779976716,1.2638617837622468,0.06935889300961864,0.2087742403103499
71,125900.0,0.0435,0.1,39.30690240159508,33.4185041689443,43.6135195,1.1095638891715405,1.3050709654602042,0.09874500264545082,0.2337581430697355
72,125890.0,0.0487,0.1,50.84790028365131,43.23059472481632,58.0327305,1.141300430819535,1.3423995406356644,0.12380651667508022,0.2550652993173168
73,125890.0,0.0545,0.1,65.72486863421547,55.878908340706985,76.2602422,1.1602950874564388,1.3647410886236928,0.1381502767609165,0.26726028230858423
74,125890.0,0.0614,0.1,86.26022718683548,73.3379530242598,101.448859,1.1760792002120128,1.3833063893457902,0.14971712804738907,0.2770943532813927
75,125890.0,0.0682,0.1,109.61026287159429,93.19002014732175,132.4615,1.2084771674635557,1.4214129344600952,0.17251229322033734,0.2964746726609487
76,125890.0,0.0768,0.1,143.71009687328842,122.18150446992459,175.613688,1.2219996494389778,1.437318101147035,0.18166915967684463,0.30425978828071426
77,125890.0,0.0866,0.1,188.9930391902552,160.68080368054393,231.15317199999998,1.2230777016464776,1.4385861080180122,0.1823904575696015,0.30487303163400264
78,125890.0,0.097,0.1,244.78431409797372,208.11422730790792,303.132594,1.2383660902335132,1.4565683371157083,0.19248434862146915,0.31345480021885097
79,125890.0,0.1092,0.1,320.7246955410378,272.67830635737465,397.45075,1.2392271487841973,1.4575811156722438,0.19304543885993977,0.31393183593847884
80,125890.0,0.1223,0.1,415.2944084228552,353.08093671240937,522.018875,1.256985079530561,1.4784680245288733,0.20444560855609822,0.32362419517415075
81,141280.0,0.0107,0.1,1.8653703158704078,1.5859272002825267,1.70682,0.9150033028179576,1.0762284672940452,0.09289222991903529,0.07082926126801499
82,141280.0,0.0121,0.1,2.469238236506177,2.0993322612328207,2.21187,0.8957701882705583,1.0536064446992741,0.11635775904830635,0.05087900227733958
83,141280.0,0.0137,0.1,3.277766148959303,2.7867380796044605,2.9735,0.9071727099702009,1.0670181104433207,0.10232592868986139,0.06280878439399344
84,141290.0,0.015,0.1,4.031016517172559,3.4271472452316147,3.7877199999999998,0.9396438798660114,1.1052107566344196,0.06423297317979139,0.09519519784154717
85,141280.0,0.017,0.1,5.362321615899467,4.559015244836097,5.12557,0.9558490458316616,1.12427130087043,0.046190299986043966,0.11053497565420099
86,141280.0,0.0192,0.1,7.077795079310599,6.017500996346035,6.87828,0.9718111252056718,1.1430459262369295,0.02900653641762168,0.12514451340363653
87,141290.0,0.0215,0.1,9.16241676616879,7.789834461374184,9.20819,1.0049957598523813,1.1820777509019886,0.0049709262983508055,0.15403195835726846
88,141280.0,0.024,0.1,11.774150402657913,10.010315498710822,12.086709999999998,1.0265462548594189,1.2074254804013504,0.025859774689893728,0.17179153808515107
89,141280.0,0.0271,0.1,15.533156658770835,13.206201171856609,16.2107803,1.0436243357428925,1.2275127486734316,0.04180080345849635,0.18534450979780354
90,141290.0,0.0301,0.1,19.73775326341269,16.780925217149246,21.5086094,1.0897192356675112,1.2817296496869734,0.08233243273213713,0.21980426976607584
91,141280.0,0.0338,0.1,25.709629509345422,21.8581803308217,28.7071797,1.1165925082492913,1.3133380393756149,0.10441813588029264,0.23858140857976032
92,141290.0,0.0381,0.1,33.78750563410577,28.725944526368306,38.7256484,1.1461529246749003,1.348107052300846,0.12751607706829843,0.2582191463999268
93,141290.0,0.0427,0.1,43.818948741001336,37.25462022467805,51.5592,1.1766416466252674,1.3839679397898241,0.1501235717194732,0.2774399093725649
94,141270.0,0.0479,0.1,56.93907458406578,48.40927636379246,68.1970234,1.1977192094914153,1.408759405687124,0.16507976821660264,0.29015558230665456
95,141280.0,0.0539,0.1,74.53301132112469,63.36754100109153,90.58139999999999,1.2153192041272958,1.4294605498174482,0.1771709057143663,0.3004353984251564
96,141290.0,0.0597,0.1,94.10726791576936,80.00946228323185,117.81379700000001,1.251909651712014,1.4724982975506269,0.20122031279775027,0.32088206712129097
97,141280.0,0.0674,0.1,124.09313039003618,105.50327148415768,157.111625,1.2660783437905356,1.4891635376784673,0.21015946216560247,0.3284820809143965
98,141290.0,0.0759,0.1,162.7179755747948,138.3418944986057,207.84973399999998,1.277361848104237,1.5024352149673272,0.21713647430121413,0.3344138968269946
99,141290.0,0.085,0.1,210.66791088079557,179.10865593283086,270.606094,1.2845150116531978,1.510848778305178,0.2214960581013538,0.33812039010166983
100,141280.0,0.0957,0.1,276.05969078222677,234.70437413325533,356.452938,1.2912168994682838,1.5187315503443535,0.2255367782037281,0.3415557872796792
101,141280.0,0.1072,0.1,357.60775474379705,304.0360728671266,468.474312,1.3100227995213127,1.5408510825119692,0.23665450680293215,0.35100801670609716
102,158750.0,0.011,0.1,2.3144671815937423,1.9677467933427533,2.23388,0.9651811085356372,1.135247689162866,0.03607498235972489,0.1191349609904054
103,158750.0,0.0125,0.1,3.097950764395542,2.6338600655272044,2.98415,0.9632657930837883,1.1329948918158186,0.03813506840994651,0.11738348758366558
104,158750.0,0.0137,0.1,3.818335715132344,3.24632724071895,3.91615,1.0256169944617524,1.2063324827144373,0.02497715482493168,0.17104113971146406
105,158750.0,0.0155,0.1,5.059993456561651,4.3019775686031805,5.117640000000001,1.0113926122500405,1.1896017397556211,0.011264282645584588,0.1593825340189658
106,158750.0,0.0175,0.1,6.673630917512609,5.6738829318140445,6.86142,1.028138967349034,1.2092988315862692,0.02736883655094582,0.17307453386995045
107,158760.0,0.0196,0.1,8.642792410587983,7.348052798809047,9.07436,1.0499338140857484,1.2349339680126887,0.04755901125941854,0.19024010521854468
108,158760.0,0.0219,0.1,11.131687146060194,9.464096903318957,11.7896904,1.0591108288713171,1.2457279886753359,0.055811750064259966,0.19725653666707335
109,158750.0,0.0247,0.1,14.645460631072252,12.451487073571503,15.7693701,1.076741148485506,1.2664648010975943,0.07127167805692806,0.21040047924479222
110,158740.0,0.0274,0.1,18.553469413677288,15.774053844654892,20.8481797,1.1236809264703393,1.3216754491467961,0.11006765671358405,0.24338459896070003
111,158760.0,0.0308,0.1,24.230443485820597,20.600584812641088,27.7218398,1.144091308779492,1.3456821761190543,0.12594388898313322,0.25688248105953315
112,158750.0,0.0348,0.1,32.00903579326837,27.21389961417612,37.197808599999995,1.1621033773164404,1.3668680022845057,0.1394913572067691,0.26840046125254474
113,158750.0,0.039,0.1,41.50863181177029,35.290401952216136,49.7534102,1.1986280450200673,1.4098283796077768,0.16571282963493636,0.2906938075127936
114,158750.0,0.0436,0.1,53.52771029536735,45.50895390798302,65.4489219,1.2227110320776116,1.4381548306369483,0.18214527082428003,0.3046645752619644
115,158750.0,0.0491,0.1,70.1869131946227,59.67251316920485,87.2614688,1.243272639131898,1.4623394284159792,0.19567119188093815,0.31616423617654205
116,158750.0,0.0545,0.1,89.04514819450571,75.7056769765098,113.849859,1.2785633053393557,1.5038483710452215,0.21787212582752766,0.3350393435576428
117,158760.0,0.0614,0.1,116.87643353869102,99.36767699368724,150.224375,1.2853264807252132,1.511803229631137,0.22198755336015868,0.3385382565666375
118,158750.0,0.0692,0.1,153.51481102297066,130.5174165023408,200.030172,1.3030024312772608,1.5325937132414238,0.23254172364071823,0.3475113519257444
119,158750.0,0.0775,0.1,198.77201387166164,168.99483216388026,261.684109,1.3165037869413443,1.548474031124429,0.24041236347423123,0.35420292500879264
120,158750.0,0.0872,0.1,260.11506771274065,221.14834656649785,342.85068800000005,1.3180731551415887,1.5503199247158157,0.24131676902821145,0.3549718454509917
121,158750.0,0.0977,0.1,337.12164984306196,286.61890335740566,450.67875,1.3368430956890534,1.5723971612507928,0.2519690581305154,0.3640283608725602
122,177890.0,0.0109,0.1,2.6310925923423127,2.236939911156723,2.88931,1.0981407527843066,1.2916350526849585,0.08936992141988478,0.2257875024982702
123,177890.0,0.012,0.1,3.276197183290081,2.7854041539437175,3.71273,1.1332437555762551,1.3329232652803102,0.11757731284254953,0.2497692657576184
124,177900.0,0.0136,0.1,4.358936334271965,3.705942802888462,4.986260000000001,1.143916684626873,1.3454767828887273,0.12581046029048543,0.2567690407462785
125,177890.0,0.0154,0.1,5.787218153083038,4.920259856639008,6.457409999999999,1.1158055267987312,1.3124123904323635,0.10378647893148514,0.2380443774455999
126,177890.0,0.0172,0.1,7.446728107804232,6.331165752342566,8.49939,1.1413589803409863,1.342468406684058,0.12385146371630994,0.25510351303533946
127,177890.0,0.0192,0.1,9.570294052521678,8.13660940321871,10.9854102,1.147865482472344,1.3501213657441085,0.12881777937416686,0.2593258462739325
128,177890.0,0.0216,0.1,12.519689334844148,10.644168445422924,14.6163896,1.1674722278707368,1.3731828535920212,0.14344857536883468,0.2717648655572971
129,177900.0,0.024,0.1,15.92167818609698,13.536519957804657,19.251470700000002,1.209135775449264,1.4221875903119632,0.172963020113732,0.2968578780942354
130,177880.0,0.027,0.1,20.82539177302593,17.70562927285066,25.2862,1.2142004470116106,1.4281446657630623,0.17641275584999208,0.2997908237358456
131,177890.0,0.0305,0.1,27.501813366509598,23.381884821453998,33.82075,1.2297643631450608,1.4464509708373827,0.18683608830349413,0.3086526815208415
132,177890.0,0.0341,0.1,35.471214867305264,30.157424510572913,44.8398281,1.2641187584846447,1.4868586700525295,0.20893508360025884,0.3274411212434395
133,177890.0,0.0382,0.1,45.95572324249,39.07129371516391,59.2133086,1.2884860561883666,1.5155195277554578,0.22389536526438916,0.34016026736320704
134,177890.0,0.043,0.1,60.19825966483912,51.18021692523352,78.6822,1.307051074866157,1.5373557348329074,0.23491895670381452,0.3495324619134502
135,177890.0,0.0477,0.1,76.26643508788689,64.84128799810087,102.86953100000001,1.3488178761922804,1.5864819187893515,0.2586100631888087,0.3696745054850025
136,177880.0,0.0538,0.1,100.34703941458808,85.31448041251778,135.372797,1.3490462477991154,1.5867505298682847,0.25873556845702106,0.3697812093480067
137,177890.0,0.0606,0.1,131.6532154132748,111.93081263928113,180.101641,1.3680003214098488,1.609044344030742,0.2690060196993163,0.37851308839944925
138,177890.0,0.0679,0.1,170.64599561160665,145.08225190313428,236.233688,1.3843494372857839,1.628274202400194,0.27763903168795023,0.3858528259393119
139,177890.0,0.0764,0.1,223.3193984395558,189.86487847629485,310.952688,1.3924123482903044,1.6377578122687042,0.2818219392927203,0.3894091101206534
140,177890.0,0.0856,0.1,289.4362286852631,246.0770303428813,406.071469,1.4029738807907413,1.6501803050621344,0.28722835564381133,0.3940056144577808
141,199160.0,0.0108,0.1,2.9869699873215367,2.5395048420240203,3.76002,1.2588074255716475,1.4806114710941887,0.20559731402451667,0.3246033685927148
142,199180.0,0.0122,0.1,3.9447923154428812,3.3538399208454996,4.97688,1.2616329586013317,1.4839348679305284,0.20737644559585908,0.3261159761044069
143,199170.0,0.0137,0.1,5.138755621984231,4.368940712293249,6.4901,1.2629711310330756,1.4855088286591462,0.2082162644667677,0.3268299853171371
144,199160.0,0.0153,0.1,6.610601560332076,5.620295731932884,8.37484,1.2668801656803077,1.490106641971987,0.21065936061679086,0.3289070917255872
145,199160.0,0.0172,0.1,8.63355475758656,7.340198998929696,10.7511504,1.2452750578262848,1.464694676747547,0.1969645631981336,0.3172638530915077
146,199170.0,0.0193,0.1,11.228548879561888,9.546448196528624,14.2378896,1.2680079815046885,1.4914331808952073,0.21136143101138474,0.3295039879696339
147,199160.0,0.0215,0.1,14.36220900525256,12.21066815730067,18.6133906,1.295997753074941,1.5243547986251011,0.22839372396490942,0.3439847462664502
148,199160.0,0.0241,0.1,18.633725071161965,15.84228674677551,24.435589800000002,1.3113636541636622,1.5424281980613401,0.2374350190163217,0.35167160373695955
149,199170.0,0.0272,0.1,24.557723575378485,20.878836477591904,32.4337891,1.320716433689238,1.5534289535151724,0.2428351957379384,0.3562628031767061
150,199170.0,0.0305,0.1,31.887027204700654,27.11016860825662,42.7149219,1.3395705289737119,1.5756051729973686,0.2534920869257014,0.36532323126507654
151,199170.0,0.0342,0.1,41.40276159856784,35.20039170095988,55.989109400000004,1.3523037410610002,1.590581999076824,0.2605211613069909,0.3712993102019252
152,199170.0,0.0385,0.1,54.242661922325475,46.11680170229621,74.5295469,1.3740023859213433,1.6161039826898727,0.27219922596462914,0.3812279341484067
153,199170.0,0.0427,0.1,68.69129524799824,58.400947323751964,97.1485312,1.4142771780508978,1.6634752628488474,0.2929250252216037,0.39884889043230365
154,199170.0,0.0481,0.1,90.12761758908503,76.62598628010005,128.069211,1.4209763269667288,1.6713548133899827,0.2962585083070041,0.4016829987333954
155,199160.0,0.0542,0.1,118.33085817757548,100.6042205239147,169.247547,1.4302908776847998,1.6823106040543103,0.30084151720334545,0.4055794467501812
156,199170.0,0.0607,0.1,153.22067527682785,130.26734396906704,221.84182800000002,1.4478583102390883,1.702973448607949,0.3093246812011131,0.412791784383119
157,199170.0,0.0683,0.1,200.52426955419133,170.48458994823562,291.960062,1.4559836704509141,1.7125305113420988,0.31317911025038986,0.41606879797060864
158,199170.0,0.0764,0.1,258.9280800680258,220.1391764429376,383.45696899999996,1.4809400699192525,1.7418842715594334,0.324753229173869,0.4259090478469368
159,224190.0,0.0107,0.1,3.414564696313209,2.9030434241046295,4.99059,1.461559655140951,1.7190889941783154,0.315799395199123,0.4182965492848282
160,224180.0,0.0121,0.1,4.519682349466088,3.8426081479218075,6.5332799999999995,1.4455175153563125,1.700220201618368,0.30820623798978647,0.41184089034576693
161,224180.0,0.0135,0.1,5.801708777415866,4.9325797027751825,8.441139999999999,1.4549403156633034,1.7113033156364041,0.31268658292412316,0.4156500540477728
162,224180.0,0.0151,0.1,7.490329183069306,6.368235137781017,10.666030300000001,1.4239735049440632,1.6748800993106123,0.2977397426792135,0.40294233574594135
163,224180.0,0.0171,0.1,9.947349708911268,8.457179971111344,13.991549800000001,1.4065605623039232,1.6543989660611886,0.289045899053208,0.3955508794950404
164,224180.0,0.0189,0.1,12.49808858047535,10.62580360729473,18.0858,1.4470852789644835,1.702064207885783,0.3089557232483301,0.4124780984366337
165,224180.0,0.0212,0.1,16.24037130692975,13.80747103093556,23.6233203,1.4546046918225295,1.710908554294417,0.3125279977290174,0.4155152258196508
166,224190.0,0.0239,0.1,21.348335049589824,18.150232663100578,31.2175293,1.4622933932545619,1.7199520182165617,0.3161427080140572,0.4185884318814244
167,224180.0,0.0268,0.1,27.71903836049527,23.56656827203326,40.6802109,1.4675909882204567,1.7261830585777613,0.31861124248755385,0.42068716580736165
168,224180.0,0.03,0.1,35.851397835037154,30.480653900726892,52.940871099999995,1.4766752287761984,1.7368679580308308,0.32280302363522767,0.42425099422425455
169,224180.0,0.0338,0.1,47.0587880046423,40.00911308276451,69.73811719999999,1.481936109215571,1.7430558147024362,0.3252070762150959,0.4262949060121097
170,224190.0,0.0376,0.1,60.0068687211483,51.01749743682706,91.1755469,1.51941850729943,1.7871426761553537,0.341853481976226,0.4404475852195074
171,224190.0,0.0423,0.1,78.49992385005152,66.74018740124133,119.660938,1.5243446379460592,1.7929367995417762,0.3439803735279802,0.4422558562825128
172,224190.0,0.0476,0.1,102.75374508863548,87.36064784590758,158.45668799999999,1.5421013400856103,1.8138222633089471,0.3515341864987391,0.44867806497440116
173,224180.0,0.0533,0.1,132.98583627491357,113.06379929300662,206.223453,1.5507174205656515,1.8239565120712835,0.35513718570645036,0.4517413143450439
174,224180.0,0.06,0.1,174.2179653117758,148.11912016349353,271.37525,1.5576766122503733,1.8321419253669387,0.35801822269431055,0.45419075555529276
175,224170.0,0.0673,0.1,226.35837387247062,192.448598051462,355.861438,1.5721151902270287,1.849124605754937,0.3639142944381891,0.4592035621137967
176,251220.0,0.0109,0.1,4.134381026950427,3.515027161731786,6.73487,1.6289911249345412,1.9160221785261708,0.38612311344533345,0.4780853733283959
177,251220.0,0.0122,0.1,5.345856035681122,4.545016302473533,8.67712,1.6231488356746286,1.9091504677942859,0.383913552459673,0.476206817184327
178,251230.0,0.0137,0.1,6.96469760717254,5.921346170775519,11.0669697,1.589009361813895,1.8689955595942735,0.3706770872271802,0.4649532499600574
179,251230.0,0.0154,0.1,9.094249304689571,7.731878874532082,14.2071904,1.5622169487561632,1.837482277017666,0.35988404120426437,0.45577706380762784
180,251230.0,0.0171,0.1,11.54746796210425,9.817591381015873,18.2872598,1.58365971310888,1.8627032935350922,0.3685512160709693,0.463145846431521
181,251230.0,0.0192,0.1,15.039115120699893,12.786169874783818,23.9153906,1.5902126161055026,1.8704108293731196,0.37115327229069406,0.4653580997843364
182,251230.0,0.0217,0.1,19.882261602163815,16.9037853823096,31.348779299999997,1.5767209951904195,1.854541961518725,0.3657723826533872,0.46078329811363333
183,251220.0,0.0243,0.1,25.73571212129164,21.880355618692423,40.8149102,1.5859250370706879,1.865367771496902,0.36945317299040287,0.46391268505859845
184,251230.0,0.0272,0.1,33.28376190751811,28.297664483971317,52.699019500000006,1.5833252156540751,1.8623098570502303,0.36841781453793254,0.463032429209213
185,251230.0,0.0306,0.1,43.54122837712071,37.01850395575097,68.9924219,1.5845309025836518,1.8637279881020623,0.3688983923447292,0.4634410137187694
186,251230.0,0.034,0.1,55.368658498028445,47.07411756694749,89.5119219,1.616653253450006,1.9015103527474233,0.38143816686357573,0.47410225847304155
187,251220.0,0.0383,0.1,72.64464554160244,61.76206318880543,117.121844,1.612257078643548,1.8963395643367806,0.3797515214872945,0.47266828219674006
